"","champ1","champ2","winrate","n_games"
"94261","Soraka","Zilean",0.545454545,11
"92661","Soraka","Zoe",0.307692308,13
"95011","Soraka","Zyra",0.4,10
"38101","Swain","Aatrox",0.518987342,158
"8635","Swain","Ahri",0.5,22
"50901","Swain","Akali",0.39,100
"13792","Swain","Alistar",0.62745098,51
"5602","Swain","Amumu",0.58436214,243
"18234","Swain","Anivia",0.4375,16
"17528","Swain","Annie",0.35,20
"16438","Swain","Ashe",0.357142857,28
"86301","Swain","Aurelion Sol",0.454545455,22
"8247","Swain","Azir",0.392857143,28
"8035","Swain","Bard",0.580645161,31
"6659","Swain","Blitzcrank",0.375,56
"5265","Swain","Brand",0.515789474,95
"9367","Swain","Braum",0.5,12
"90601","Swain","Caitlyn",0.5,16
"5987","Swain","Camille",0.493150685,73
"94941","Swain","Cassiopeia",0.545454545,11
"8256","Swain","Cho'Gath",0.602836879,141
"19450","Swain","Corki",0.571428571,7
"4775","Swain","Darius",0.455357143,112
"6459","Swain","Diana",0.540983607,61
"7918","Swain","Dr. Mundo",0.493333333,150
"8345","Swain","Draven",0.555555556,27
"49201","Swain","Ekko",0.5,106
"7517","Swain","Elise",0.307692308,39
"9612","Swain","Evelynn",0.45045045,111
"6049","Swain","Ezreal",0.436619718,71
"8660","Swain","Fiddlesticks",0.519083969,131
"86341","Swain","Fiora",0.5,22
"7751","Swain","Fizz",0.305555556,36
"13330","Swain","Galio",0.642857143,56
"16174","Swain","Gangplank",0.566666667,30
"36141","Swain","Garen",0.497076023,171
"8471","Swain","Gnar",0.708333333,24
"4199","Swain","Gragas",0.459854015,137
"15741","Swain","Graves",0.523489933,447
"3943","Swain","Hecarim",0.493333333,150
"8251","Swain","Heimerdinger",0.428571429,28
"68941","Swain","Illaoi",0.568627451,51
"11102","Swain","Irelia",0.447058824,85
"7705","Swain","Ivern",0.472222222,36
"19292","Swain","Janna",0.375,8
"37681","Swain","Jarvan IV",0.5125,160
"4688","Swain","Jax",0.525423729,295
"8633","Swain","Jayce",0.318181818,22
"6707","Swain","Jhin",0.381818182,55
"71561","Swain","Jinx",0.456521739,46
"45211","Swain","Kai'Sa",0.483606557,122
"9147","Swain","Kalista",0.4,15
"18492","Swain","Karma",0.357142857,14
"12142","Swain","Karthus",0.685714286,70
"16644","Swain","Kassadin",0.555555556,27
"92621","Swain","Katarina",0.384615385,13
"14956","Swain","Kayle",0.45,40
"23061","Swain","Kayn",0.491694352,301
"8979","Swain","Kennen",0.411764706,17
"3347","Swain","Kha'Zix",0.505208333,192
"35581","Swain","Kindred",0.451428571,175
"6893","Swain","Kled",0.509803922,51
"81961","Swain","Kog'Maw",0.655172414,29
"18146","Swain","LeBlanc",0.3125,16
"18481","Swain","Lee Sin",0.492105263,380
"7229","Swain","Leona",0.577777778,45
"98111","Swain","Lissandra",0.8,5
"6523","Swain","Lucian",0.366666667,60
"9067","Swain","Lulu",0.4375,16
"62661","Swain","Lux",0.538461538,65
"46901","Swain","Malphite",0.539130435,115
"83801","Swain","Malzahar",0.5,26
"4631","Swain","Maokai",0.538461538,117
"2976","Swain","Master Yi",0.494780793,479
"12576","Swain","Miss Fortune",0.553846154,65
"7585","Swain","Mordekaiser",0.605263158,38
"14118","Swain","Morgana",0.5,48
"87741","Swain","Nami",0.6,20
"68501","Swain","Nasus",0.423076923,52
"6185","Swain","Nautilus",0.5,68
"6157","Swain","Nidalee",0.434782609,69
"5233","Swain","Nocturne",0.552083333,96
"3060","Swain","Nunu",0.504310345,464
"12722","Swain","Olaf",0.492063492,63
"8637","Swain","Orianna",0.590909091,22
"6997","Swain","Ornn",0.469387755,49
"47701","Swain","Pantheon",0.491071429,112
"33481","Swain","Poppy",0.552083333,192
"30241","Swain","Pyke",0.459090909,220
"6977","Swain","Quinn",0.46,50
"83601","Swain","Rakan",0.576923077,26
"11086","Swain","Rammus",0.564705882,85
"80801","Swain","Rek'Sai",0.6,30
"74541","Swain","Renekton",0.5,40
"25181","Swain","Rengar",0.540441176,272
"44381","Swain","Riven",0.53968254,126
"76721","Swain","Rumble",0.432432432,37
"14872","Swain","Ryze",0.536585366,41
"6355","Swain","Sejuani",0.412698413,63
"8888","Swain","Shaco",0.448,125
"77721","Swain","Shen",0.685714286,35
"5389","Swain","Shyvana",0.488888889,90
"13738","Swain","Singed",0.529411765,51
"9248","Swain","Sion",0.542372881,118
"18616","Swain","Sivir",0.307692308,13
"6327","Swain","Skarner",0.46875,64
"18094","Swain","Sona",0.529411765,17
"17768","Swain","Soraka",0.368421053,19
"92221","Swain","Syndra",0.5,14
"73181","Swain","Tahm Kench",0.441860465,43
"6969","Swain","Taliyah",0.6,50
"67611","Swain","Talon",0.37037037,54
"17668","Swain","Taric",0.368421053,19
"8852","Swain","Teemo",0.396825397,126
"61211","Swain","Thresh",0.405797101,69
"15232","Swain","Tristana",0.447368421,38
"9864","Swain","Trundle",0.542857143,105
"9788","Swain","Tryndamere",0.551401869,107
"18362","Swain","Twisted Fate",0.8,15
"10806","Swain","Twitch",0.566666667,90
"39811","Swain","Udyr",0.540540541,148
"12688","Swain","Urgot",0.515625,64
"9065","Swain","Varus",0.625,16
"63921","Swain","Vayne",0.467741935,62
"17136","Swain","Veigar",0.52173913,23
"9549","Swain","Vel'Koz",0.5,10
"43661","Swain","Vi",0.465116279,129
"96321","Swain","Viktor",0.125,8
"16114","Swain","Vladimir",0.64516129,31
"55061","Swain","Volibear",0.441860465,86
"6904","Swain","Warwick",0.47826087,184
"30541","Swain","Wukong",0.529953917,217
"84101","Swain","Xayah",0.56,25
"96181","Swain","Xerath",0.5,8
"8192","Swain","Xin Zhao",0.503496503,143
"3419","Swain","Yasuo",0.50802139,187
"84341","Swain","Yorick",0.4,25
"52341","Swain","Zac",0.447916667,96
"60481","Swain","Zed",0.563380282,71
"8703","Swain","Ziggs",0.666666667,21
"18092","Swain","Zilean",0.588235294,17
"8849","Swain","Zoe",0.157894737,19
"87621","Swain","Zyra",0.65,20
"63021","Syndra","Aatrox",0.492307692,65
"18538","Syndra","Ahri",0.230769231,13
"13620","Syndra","Akali",0.320754717,53
"16938","Syndra","Alistar",0.5,24
"8822","Syndra","Amumu",0.527559055,127
"18956","Syndra","Anivia",0.636363636,11
"18682","Syndra","Annie",0.833333333,12
"18896","Syndra","Ashe",0.454545455,11
"95021","Syndra","Aurelion Sol",0.5,10
"9169","Syndra","Azir",0.666666667,15
"91941","Syndra","Bard",0.571428571,14
"16406","Syndra","Blitzcrank",0.413793103,29
"13646","Syndra","Brand",0.538461538,52
"9647","Syndra","Braum",0.5,8
"19518","Syndra","Caitlyn",0.666666667,6
"7913","Syndra","Camille",0.575757576,33
"19468","Syndra","Cassiopeia",0.333333333,6
"13970","Syndra","Cho'Gath",0.448979592,49
"19686","Syndra","Corki",0.333333333,3
"13894","Syndra","Darius",0.62,50
"14336","Syndra","Diana",0.413043478,46
"12052","Syndra","Dr. Mundo",0.625,72
"18662","Syndra","Draven",0.384615385,13
"8309","Syndra","Ekko",0.592592593,27
"18742","Syndra","Elise",0.5,12
"13042","Syndra","Evelynn",0.566666667,60
"16122","Syndra","Ezreal",0.419354839,31
"13334","Syndra","Fiddlesticks",0.482142857,56
"19106","Syndra","Fiora",0.4,10
"17160","Syndra","Fizz",0.52173913,23
"16060","Syndra","Galio",0.483870968,31
"19198","Syndra","Gangplank",0.444444444,9
"11796","Syndra","Garen",0.48,75
"9785","Syndra","Gnar",0.4,5
"13024","Syndra","Gragas",0.616666667,60
"6336","Syndra","Graves",0.507246377,207
"12740","Syndra","Hecarim",0.428571429,63
"18644","Syndra","Heimerdinger",0.615384615,13
"8349","Syndra","Illaoi",0.576923077,26
"14618","Syndra","Irelia",0.465116279,43
"85041","Syndra","Ivern",0.416666667,24
"19500","Syndra","Janna",0.833333333,6
"12232","Syndra","Jarvan IV",0.507246377,69
"8302","Syndra","Jax",0.478571429,140
"18750","Syndra","Jayce",0.416666667,12
"82801","Syndra","Jhin",0.444444444,27
"77461","Syndra","Jinx",0.555555556,36
"6365","Syndra","Kai'Sa",0.555555556,63
"9191","Syndra","Kalista",0.571428571,14
"19172","Syndra","Karma",0.333333333,9
"16330","Syndra","Karthus",0.517241379,29
"19138","Syndra","Kassadin",0.444444444,9
"18460","Syndra","Katarina",0.428571429,14
"18048","Syndra","Kayle",0.705882353,17
"44241","Syndra","Kayn",0.515873016,126
"18960","Syndra","Kennen",0.545454545,11
"10890","Syndra","Kha'Zix",0.579545455,88
"58281","Syndra","Kindred",0.415584416,77
"93381","Syndra","Kled",0.5,12
"18408","Syndra","Kog'Maw",0.857142857,14
"18510","Syndra","LeBlanc",0.769230769,13
"6518","Syndra","Lee Sin",0.477386935,199
"17056","Syndra","Leona",0.458333333,24
"19378","Syndra","Lissandra",0.285714286,7
"87521","Syndra","Lucian",0.6,20
"19664","Syndra","Lulu",0.25,4
"15996","Syndra","Lux",0.625,32
"12372","Syndra","Malphite",0.558823529,68
"19414","Syndra","Malzahar",0.428571429,7
"12300","Syndra","Maokai",0.449275362,69
"6272","Syndra","Master Yi",0.538095238,210
"17144","Syndra","Miss Fortune",0.434782609,23
"17166","Syndra","Mordekaiser",0.565217391,23
"17382","Syndra","Morgana",0.571428571,21
"9837","Syndra","Nami",1,3
"15030","Syndra","Nasus",0.564102564,39
"16240","Syndra","Nautilus",0.533333333,30
"15314","Syndra","Nidalee",0.405405405,37
"14394","Syndra","Nocturne",0.511111111,45
"5428","Syndra","Nunu",0.462151394,251
"15214","Syndra","Olaf",0.473684211,38
"17606","Syndra","Orianna",0.578947368,19
"8557","Syndra","Ornn",0.608695652,23
"14300","Syndra","Pantheon",0.434782609,46
"10356","Syndra","Poppy",0.459183673,98
"49811","Syndra","Pyke",0.394230769,104
"17224","Syndra","Quinn",0.636363636,22
"95921","Syndra","Rakan",0.444444444,9
"13648","Syndra","Rammus",0.519230769,52
"9355","Syndra","Rek'Sai",0.333333333,12
"16480","Syndra","Renekton",0.607142857,28
"7706","Syndra","Rengar",0.503225806,155
"14088","Syndra","Riven",0.625,48
"17670","Syndra","Rumble",0.526315789,19
"18878","Syndra","Ryze",0.272727273,11
"16794","Syndra","Sejuani",0.615384615,26
"12474","Syndra","Shaco",0.447761194,67
"16214","Syndra","Shen",0.333333333,30
"12906","Syndra","Shyvana",0.442622951,61
"16268","Syndra","Singed",0.433333333,30
"12878","Syndra","Sion",0.590163934,61
"19474","Syndra","Sivir",0.5,6
"17878","Syndra","Skarner",0.444444444,18
"18008","Syndra","Sona",0.588235294,17
"19082","Syndra","Soraka",0.4,10
"18444","Syndra","Swain",0.5,14
"75781","Syndra","Tahm Kench",0.447368421,38
"8629","Syndra","Taliyah",0.409090909,22
"16886","Syndra","Talon",0.52,25
"19144","Syndra","Taric",0.555555556,9
"13714","Syndra","Teemo",0.442307692,52
"83501","Syndra","Thresh",0.384615385,26
"19020","Syndra","Tristana",0.3,10
"14914","Syndra","Trundle",0.475,40
"14154","Syndra","Tryndamere",0.446808511,47
"19582","Syndra","Twisted Fate",0.2,5
"15078","Syndra","Twitch",0.461538462,39
"14016","Syndra","Udyr",0.428571429,49
"17966","Syndra","Urgot",0.411764706,17
"19042","Syndra","Varus",0.5,10
"17946","Syndra","Vayne",0.5,18
"18366","Syndra","Veigar",0.428571429,14
"9783","Syndra","Vel'Koz",0.4,5
"60201","Syndra","Vi",0.472222222,72
"19690","Syndra","Viktor",0.333333333,3
"19430","Syndra","Vladimir",0.857142857,7
"15008","Syndra","Volibear",0.525,40
"11524","Syndra","Warwick",0.341772152,79
"10262","Syndra","Wukong",0.555555556,99
"9633","Syndra","Xayah",0.5,8
"19648","Syndra","Xerath",0.25,4
"12072","Syndra","Xin Zhao",0.450704225,71
"53821","Syndra","Yasuo",0.450549451,91
"19572","Syndra","Yorick",0.6,5
"75501","Syndra","Zac",0.41025641,39
"8009","Syndra","Zed",0.3125,32
"18840","Syndra","Ziggs",0.5,12
"18934","Syndra","Zilean",0.454545455,11
"91611","Syndra","Zoe",0.4,15
"89601","Syndra","Zyra",0.5,18
"35381","Tahm Kench","Aatrox",0.361581921,177
"14448","Tahm Kench","Ahri",0.511111111,45
"7160","Tahm Kench","Akali",0.344827586,174
"13134","Tahm Kench","Alistar",0.517241379,58
"5422","Tahm Kench","Amumu",0.577689243,251
"16280","Tahm Kench","Anivia",0.433333333,30
"16724","Tahm Kench","Annie",0.461538462,26
"13476","Tahm Kench","Ashe",0.5,54
"15120","Tahm Kench","Aurelion Sol",0.5,38
"80861","Tahm Kench","Azir",0.466666667,30
"59001","Tahm Kench","Bard",0.413333333,75
"11710","Tahm Kench","Blitzcrank",0.368421053,76
"8584","Tahm Kench","Brand",0.598484848,132
"13604","Tahm Kench","Braum",0.452830189,53
"15494","Tahm Kench","Caitlyn",0.416666667,36
"10830","Tahm Kench","Camille",0.528089888,89
"19164","Tahm Kench","Cassiopeia",0.666666667,9
"5656","Tahm Kench","Cho'Gath",0.539748954,239
"19370","Tahm Kench","Corki",0.428571429,7
"9810","Tahm Kench","Darius",0.476635514,107
"8128","Tahm Kench","Diana",0.551724138,145
"5752","Tahm Kench","Dr. Mundo",0.536170213,235
"14222","Tahm Kench","Draven",0.404255319,47
"4563","Tahm Kench","Ekko",0.5,120
"12452","Tahm Kench","Elise",0.47761194,67
"7398","Tahm Kench","Evelynn",0.484848485,165
"12244","Tahm Kench","Ezreal",0.434782609,69
"6446","Tahm Kench","Fiddlesticks",0.435643564,202
"17048","Tahm Kench","Fiora",0.416666667,24
"11598","Tahm Kench","Fizz",0.512820513,78
"11152","Tahm Kench","Galio",0.452380952,84
"14758","Tahm Kench","Gangplank",0.357142857,42
"6420","Tahm Kench","Garen",0.443349754,203
"18124","Tahm Kench","Gnar",0.375,16
"6816","Tahm Kench","Gragas",0.43315508,187
"2148","Tahm Kench","Graves",0.471228616,643
"8198","Tahm Kench","Hecarim",0.41958042,143
"14506","Tahm Kench","Heimerdinger",0.477272727,44
"6625","Tahm Kench","Illaoi",0.50877193,57
"9634","Tahm Kench","Irelia",0.518181818,110
"7183","Tahm Kench","Ivern",0.444444444,45
"19084","Tahm Kench","Janna",0.8,10
"7450","Tahm Kench","Jarvan IV",0.515337423,163
"3906","Tahm Kench","Jax",0.51810585,359
"16966","Tahm Kench","Jayce",0.5,24
"11200","Tahm Kench","Jhin",0.44047619,84
"10666","Tahm Kench","Jinx",0.47826087,92
"5988","Tahm Kench","Kai'Sa",0.531531532,222
"7085","Tahm Kench","Kalista",0.489361702,47
"16730","Tahm Kench","Karma",0.423076923,26
"9572","Tahm Kench","Karthus",0.571428571,112
"17860","Tahm Kench","Kassadin",0.333333333,18
"15144","Tahm Kench","Katarina",0.605263158,38
"11998","Tahm Kench","Kayle",0.444444444,72
"4076","Tahm Kench","Kayn",0.50877193,342
"17186","Tahm Kench","Kennen",0.652173913,23
"5880","Tahm Kench","Kha'Zix",0.416666667,228
"4398","Tahm Kench","Kindred",0.504731861,317
"66111","Tahm Kench","Kled",0.421052632,57
"13104","Tahm Kench","Kog'Maw",0.644067797,59
"17738","Tahm Kench","LeBlanc",0.473684211,19
"2762","Tahm Kench","Lee Sin",0.480694981,518
"14630","Tahm Kench","Leona",0.488372093,43
"18634","Tahm Kench","Lissandra",0.538461538,13
"51301","Tahm Kench","Lucian",0.545454545,99
"16336","Tahm Kench","Lulu",0.448275862,29
"13316","Tahm Kench","Lux",0.464285714,56
"7432","Tahm Kench","Malphite",0.451219512,164
"16284","Tahm Kench","Malzahar",0.366666667,30
"8626","Tahm Kench","Maokai",0.572519084,131
"2114","Tahm Kench","Master Yi",0.505359877,653
"10882","Tahm Kench","Miss Fortune",0.528089888,89
"12280","Tahm Kench","Mordekaiser",0.507246377,69
"12188","Tahm Kench","Morgana",0.642857143,70
"82821","Tahm Kench","Nami",0.518518519,27
"10960","Tahm Kench","Nasus",0.356321839,87
"11454","Tahm Kench","Nautilus",0.5625,80
"7522","Tahm Kench","Nidalee",0.48447205,161
"10824","Tahm Kench","Nocturne",0.488888889,90
"2060","Tahm Kench","Nunu",0.488023952,668
"11258","Tahm Kench","Olaf",0.43373494,83
"16500","Tahm Kench","Orianna",0.571428571,28
"62611","Tahm Kench","Ornn",0.53030303,66
"7874","Tahm Kench","Pantheon",0.426666667,150
"6744","Tahm Kench","Poppy",0.442105263,190
"24401","Tahm Kench","Pyke",0.418439716,282
"11142","Tahm Kench","Quinn",0.547619048,84
"77601","Tahm Kench","Rakan",0.428571429,35
"9196","Tahm Kench","Rammus",0.394957983,119
"77281","Tahm Kench","Rek'Sai",0.5,36
"12144","Tahm Kench","Renekton",0.528571429,70
"3718","Tahm Kench","Rengar",0.5,378
"8786","Tahm Kench","Riven",0.453125,128
"13302","Tahm Kench","Rumble",0.517857143,56
"15306","Tahm Kench","Ryze",0.297297297,37
"12138","Tahm Kench","Sejuani",0.542857143,70
"7096","Tahm Kench","Shaco",0.454545455,176
"13376","Tahm Kench","Shen",0.490909091,55
"8966","Tahm Kench","Shyvana",0.516129032,124
"11846","Tahm Kench","Singed",0.493333333,75
"7864","Tahm Kench","Sion",0.490066225,151
"17664","Tahm Kench","Sivir",0.684210526,19
"8690","Tahm Kench","Skarner",0.369230769,130
"17492","Tahm Kench","Sona",0.5,20
"17272","Tahm Kench","Soraka",0.409090909,22
"14636","Tahm Kench","Swain",0.441860465,43
"15156","Tahm Kench","Syndra",0.447368421,38
"11134","Tahm Kench","Taliyah",0.517647059,85
"12952","Tahm Kench","Talon",0.383333333,60
"17422","Tahm Kench","Taric",0.523809524,21
"6954","Tahm Kench","Teemo",0.467032967,182
"53921","Tahm Kench","Thresh",0.444444444,90
"13718","Tahm Kench","Tristana",0.480769231,52
"10720","Tahm Kench","Trundle",0.516483516,91
"8460","Tahm Kench","Tryndamere",0.492647059,136
"15114","Tahm Kench","Twisted Fate",0.5,38
"7198","Tahm Kench","Twitch",0.505813953,172
"6932","Tahm Kench","Udyr",0.456043956,182
"12792","Tahm Kench","Urgot",0.612903226,62
"16092","Tahm Kench","Varus",0.516129032,31
"10704","Tahm Kench","Vayne",0.532608696,92
"13694","Tahm Kench","Veigar",0.365384615,52
"18456","Tahm Kench","Vel'Koz",0.214285714,14
"39741","Tahm Kench","Vi",0.456375839,149
"19038","Tahm Kench","Viktor",0.2,10
"18652","Tahm Kench","Vladimir",0.230769231,13
"8596","Tahm Kench","Volibear",0.409090909,132
"6516","Tahm Kench","Warwick",0.457286432,199
"5584","Tahm Kench","Wukong",0.444444444,243
"78081","Tahm Kench","Xayah",0.514285714,35
"18974","Tahm Kench","Xerath",0.545454545,11
"6868","Tahm Kench","Xin Zhao",0.421621622,185
"7104","Tahm Kench","Yasuo",0.451428571,175
"17472","Tahm Kench","Yorick",0.4,20
"9918","Tahm Kench","Zac",0.457142857,105
"5625","Tahm Kench","Zed",0.481927711,83
"17020","Tahm Kench","Ziggs",0.458333333,24
"15244","Tahm Kench","Zilean",0.394736842,38
"15054","Tahm Kench","Zoe",0.384615385,39
"14646","Tahm Kench","Zyra",0.418604651,43
"16341","Taliyah","Aatrox",0.511627907,430
"13974","Taliyah","Ahri",0.489795918,49
"4110","Taliyah","Akali",0.423529412,340
"8610","Taliyah","Alistar",0.454545455,132
"1756","Taliyah","Amumu",0.594451783,757
"14558","Taliyah","Anivia",0.568181818,44
"14130","Taliyah","Annie",0.583333333,48
"14488","Taliyah","Ashe",0.5,44
"15162","Taliyah","Aurelion Sol",0.526315789,38
"72721","Taliyah","Azir",0.5,44
"55161","Taliyah","Bard",0.465116279,86
"9206","Taliyah","Blitzcrank",0.504201681,119
"7124","Taliyah","Brand",0.577142857,175
"71161","Taliyah","Braum",0.340425532,47
"13796","Taliyah","Caitlyn",0.509803922,51
"25041","Taliyah","Camille",0.450909091,275
"17648","Taliyah","Cassiopeia",0.736842105,19
"3252","Taliyah","Cho'Gath",0.554524362,431
"17092","Taliyah","Corki",0.391304348,23
"5218","Taliyah","Darius",0.589353612,263
"5566","Taliyah","Diana",0.536885246,244
"2970","Taliyah","Dr. Mundo",0.584551148,479
"14074","Taliyah","Draven",0.5625,48
"2747","Taliyah","Ekko",0.55465587,247
"9336","Taliyah","Elise",0.482758621,116
"3828","Taliyah","Evelynn",0.505464481,366
"8582","Taliyah","Ezreal",0.515151515,132
"4154","Taliyah","Fiddlesticks",0.473214286,336
"13450","Taliyah","Fiora",0.555555556,54
"9122","Taliyah","Fizz",0.5,120
"8554","Taliyah","Galio",0.616541353,133
"11184","Taliyah","Gangplank",0.523809524,84
"3756","Taliyah","Garen",0.522666667,375
"12708","Taliyah","Gnar",0.492063492,63
"2990","Taliyah","Gragas",0.605042017,476
"620","Taliyah","Graves",0.565107459,1582
"3146","Taliyah","Hecarim",0.504464286,448
"11472","Taliyah","Heimerdinger",0.475,80
"4435","Taliyah","Illaoi",0.579365079,126
"5338","Taliyah","Irelia",0.470588235,255
"4995","Taliyah","Ivern",0.504854369,103
"17746","Taliyah","Janna",0.526315789,19
"2802","Taliyah","Jarvan IV",0.532416503,509
"1224","Taliyah","Jax",0.544698545,962
"14664","Taliyah","Jayce",0.558139535,43
"40341","Taliyah","Jhin",0.48630137,146
"52161","Taliyah","Jinx",0.5625,96
"4584","Taliyah","Kai'Sa",0.574257426,303
"84501","Taliyah","Kalista",0.44,25
"14138","Taliyah","Karma",0.416666667,48
"7392","Taliyah","Karthus",0.642424242,165
"14382","Taliyah","Kassadin",0.511111111,45
"14356","Taliyah","Katarina",0.47826087,46
"10496","Taliyah","Kayle",0.536842105,95
"1188","Taliyah","Kayn",0.531979695,985
"15766","Taliyah","Kennen",0.529411765,34
"2182","Taliyah","Kha'Zix",0.525236593,634
"12021","Taliyah","Kindred",0.517766497,591
"55981","Taliyah","Kled",0.535714286,84
"11714","Taliyah","Kog'Maw",0.5,76
"14952","Taliyah","LeBlanc",0.375,40
"652","Taliyah","Lee Sin",0.538664904,1513
"11944","Taliyah","Leona",0.479452055,73
"17362","Taliyah","Lissandra",0.571428571,21
"41201","Taliyah","Lucian",0.539007092,141
"14148","Taliyah","Lulu",0.446808511,47
"8956","Taliyah","Lux",0.459677419,124
"3540","Taliyah","Malphite",0.516372796,397
